Acidez Fija;Acidez Volatil;Acido Citrico;Azucares Residuales;pH;Sulfatos;Alcohol;Calidad;Tipo
5.8;0.29;0.33;3.7;3.25;0.42;12.3;6;Blanco
7.2;0.4;0.38;2.2;3.27;0.46;12.6;6;Blanco
6.8;0.39;0.34;7.4;3.18;0.44;12;7;Blanco
6.1;0.17;0.42;15.1;2.87;0.47;9.5;5;Blanco
6.8;0.39;0.34;7.4;3.18;0.44;12;7;Blanco
7.1;0.36;0.37;4.8;3.08;0.49;12.7;7;Blanco
6.9;0.19;0.32;7.9;3.4;0.39;10.5;6;Blanco
6.5;0.34;0.46;1;3.15;0.54;12.9;6;Blanco
6.1;0.17;0.42;15.1;2.87;0.47;9.5;5;Blanco
6.8;0.39;0.34;7.4;3.18;0.44;12;7;Blanco
7.1;0.36;0.37;4.8;3.08;0.49;12.7;7;Blanco
7.8;0.3;0.36;4.6;3.06;0.66;11.9;6;Blanco
6.1;0.68;0.52;1.4;3.24;0.45;12;6;Blanco
5.2;0.34;0.37;6.2;3.25;0.41;12.5;6;Blanco
5.6;0.28;0.4;6.1;3.21;0.43;12.1;7;Blanco
6.2;0.19;0.38;5.1;3.05;0.36;12.5;6;Blanco
5.7;0.16;0.26;6.3;3.06;0.58;9.9;6;Blanco
7.6;0.17;0.46;0.9;3.02;0.41;10.7;6;Blanco
7.3;0.2;0.39;2.3;2.94;0.35;12;6;Blanco
6.7;0.33;0.36;6.6;2.97;0.31;12.2;8;Blanco
6.7;0.33;0.34;7.5;2.99;0.32;12.4;8;Blanco
6.9;0.36;0.35;8.6;3;0.32;12.4;8;Blanco
7.8;0.21;0.34;11.9;3.02;0.31;10.3;6;Blanco
7.3;0.2;0.39;2.3;2.94;0.35;12;6;Blanco
5.6;0.41;0.22;7.1;3.3;0.4;10.5;5;Blanco
7.6;0.15;0.35;4.3;3.1;0.44;9.5;6;Blanco
8.5;0.2;0.4;1.1;3;0.35;10.5;4;Blanco
6.5;0.24;0.38;1;3.24;0.36;12.3;6;Blanco
8.3;0.16;0.37;7.9;2.93;0.37;11.9;6;Blanco
5.5;0.12;0.33;1;3.25;0.45;9.8;5;Blanco
6.5;0.24;0.38;1;3.24;0.36;12.3;6;Blanco
6.2;0.1;0.41;1;3.14;0.56;11.4;7;Blanco
6.5;0.21;0.4;7.3;3.21;0.43;11;6;Blanco
8.7;0.3;0.59;1.7;3.06;0.56;10.8;4;Blanco
6.7;0.18;0.37;1.3;3.24;0.37;12.8;7;Blanco
7;0.17;0.36;6.4;3.11;0.5;11;8;Blanco
6.6;0.19;0.33;1.8;3.15;0.36;10.2;5;Blanco
5.8;0.28;0.3;1.5;3.32;0.6;12.5;7;Blanco
7.6;0.24;0.44;3.8;3.06;0.37;11.6;6;Blanco
8.3;0.16;0.37;7.9;2.93;0.37;11.9;6;Blanco
5.5;0.12;0.33;1;3.25;0.45;9.8;5;Blanco
5.7;0.16;0.32;1.2;3.26;0.48;11;5;Blanco
7;0.21;0.42;5.3;3.14;0.52;10.9;6;Blanco
6.4;0.22;0.38;9.1;2.97;0.3;11;7;Blanco
7.9;0.34;0.44;6.5;2.96;0.37;12.5;6;Blanco
6.4;0.22;0.38;9.1;2.97;0.3;11;7;Blanco
6.8;0.21;0.4;6.3;3.18;0.53;12;7;Blanco
5.2;0.31;0.36;5.1;3.14;0.31;12.4;7;Blanco
7.9;0.34;0.44;6.5;2.96;0.37;12.5;6;Blanco
5.6;0.42;0.34;2.4;3.22;0.38;12.8;7;Blanco
6.4;0.22;0.38;9.1;2.97;0.3;11;7;Blanco
6.8;0.28;0.34;7.5;3.33;0.43;9.1;5;Blanco
6.8;0.45;0.36;5;3.11;0.4;12.4;7;Blanco
6.6;0.29;0.39;6.75;3.15;0.8;12.9;7;Blanco
6.8;0.21;0.42;1.2;3.09;0.87;10.9;6;Blanco
6.8;0.25;0.24;1.6;3.53;0.58;10.8;5;Blanco
6.4;0.21;0.34;16.05;3.11;0.38;10.6;5;Blanco
5.8;0.33;0.23;5;3.13;0.52;9;5;Blanco
8.2;0.3;0.44;12.4;3.04;0.33;12;6;Blanco
6.4;0.24;0.32;0.95;3.25;0.35;11.8;5;Blanco
7.5;0.18;0.45;4.6;3.01;0.38;10.6;6;Blanco
5.2;0.335;0.2;1.7;3.34;0.48;12.3;6;Blanco
7.1;0.14;0.33;1;3.19;0.64;11.5;6;Blanco
7.2;0.13;0.46;1.3;2.97;0.45;11.1;5;Blanco
5.8;0.33;0.23;5;3.13;0.52;9;5;Blanco
6.5;0.29;0.25;2.5;3;0.44;9.9;4;Blanco
6.2;0.35;0.31;2.6;3.27;0.53;12.8;7;Blanco
9;0.38;0.53;2.1;2.93;0.57;12.9;5;Blanco
6.6;0.24;0.38;12.75;3.1;0.57;12.9;6;Blanco
6.6;0.16;0.34;1.1;3.01;0.68;12;6;Blanco
8.2;0.3;0.44;12.4;3.04;0.33;12;6;Blanco
5.7;0.15;0.28;3.7;3.22;0.27;11.2;6;Blanco
6.6;0.33;0.4;2.65;3.11;0.39;13.3;7;Blanco
5.7;0.2;0.3;2.5;3.34;0.5;9.9;6;Blanco
6.8;0.27;0.37;8.2;3.11;0.52;9.5;6;Blanco
6.8;0.27;0.42;7.3;3.12;0.49;9.4;6;Blanco
6.2;0.2;0.26;1.1;3.48;0.6;11;7;Blanco
6.7;0.13;0.57;6.6;2.96;0.43;9.4;6;Blanco
6.8;0.21;0.37;7;2.98;0.82;11.5;6;Blanco
6.7;0.31;0.32;14.5;3.14;0.34;12.5;5;Blanco
6.2;0.2;0.29;11.8;3.18;0.34;11.9;6;Blanco
6.6;0.25;0.34;3;3.26;0.47;10.4;6;Blanco
5.7;0.15;0.28;3.7;3.22;0.27;11.2;6;Blanco
6.9;0.22;0.39;6;3.11;0.33;12.5;6;Blanco
6.4;0.23;0.35;4.6;3.18;0.4;11;7;Blanco
7.6;0.27;0.29;2.5;3.09;0.37;9.8;5;Blanco
6.6;0.34;0.24;3.3;3.1;0.4;12.3;7;Blanco
6.4;0.16;0.42;1;3.18;0.52;11;6;Blanco
5.8;0.3;0.42;1.1;3.1;0.46;12.6;7;Blanco
7;0.29;0.35;1.4;3.31;0.62;11.6;6;Blanco
6.6;0.34;0.24;3.3;3.1;0.4;12.3;7;Blanco
6.7;0.21;0.36;8.55;3.19;0.22;13.4;7;Blanco
7.6;0.27;0.29;2.5;3.09;0.37;9.8;5;Blanco
6.8;0.22;0.41;6.7;3.18;0.46;11.5;6;Blanco
7.7;0.27;0.49;3.8;3.04;0.38;11.6;6;Blanco
6.4;0.25;0.37;4.5;3.18;0.4;11.1;7;Blanco
6.4;0.23;0.35;4.6;3.18;0.4;11;7;Blanco
6.7;0.13;0.45;4.2;3.06;0.54;11.3;6;Blanco
6.7;0.24;0.37;11.3;3.08;0.53;9.9;6;Blanco
7.1;0.26;0.37;5.5;3.06;0.33;12.6;8;Blanco
5.3;0.3;0.16;4.2;3.3;0.36;11.8;8;Blanco
7.1;0.38;0.4;2.2;3.03;0.5;11.4;5;Blanco
7.4;0.19;0.31;14.5;3.1;0.5;9.2;6;Blanco
7.4;0.19;0.31;14.5;3.1;0.5;9.2;6;Blanco
7.4;0.19;0.31;14.5;3.1;0.5;9.2;6;Blanco
7.4;0.19;0.31;14.5;3.1;0.5;9.2;6;Blanco
7.4;0.19;0.31;14.5;3.1;0.5;9.2;6;Blanco
7.4;0.19;0.31;14.5;3.1;0.5;9.2;6;Blanco
6.3;0.32;0.32;1.5;3.21;0.42;13;5;Blanco
7.6;0.19;0.32;18.75;3.1;0.5;9.3;7;Blanco
6.5;0.26;0.31;3.6;3.22;0.62;12.6;8;Blanco
5.9;0.24;0.12;1.4;3.34;0.44;9.6;6;Blanco
4.2;0.215;0.23;5.1;3.42;0.44;8;3;Blanco
8.1;0.24;0.32;10.5;3.11;0.42;11.8;6;Blanco
5.8;0.23;0.2;2;3.21;0.39;10.2;6;Blanco
7.5;0.33;0.36;2.6;3.32;0.53;12.7;6;Blanco
6.6;0.38;0.36;9.2;3.31;0.56;9.4;5;Blanco
6.4;0.15;0.29;1.8;3.1;0.38;10.2;5;Blanco
6.5;0.32;0.34;5.7;3.28;0.6;12;7;Blanco
7.5;0.22;0.32;2.4;3.08;0.6;11.3;7;Blanco
6.4;0.23;0.32;1.9;3.32;0.53;11.8;7;Blanco
6.1;0.22;0.31;1.4;3.45;0.59;10.9;5;Blanco
6.5;0.48;0.02;0.9;3.14;0.47;9.8;4;Blanco
6.6;0.23;0.3;4.6;3.23;0.49;12.2;8;Blanco
6.4;0.16;0.25;1.4;3.23;0.44;11.1;7;Blanco
6.6;0.38;0.36;9.2;3.31;0.56;9.4;5;Blanco
7.4;0.16;0.32;1.4;3.06;0.47;11.4;6;Blanco
6.4;0.15;0.29;1.8;3.1;0.38;10.2;5;Blanco
6.5;0.32;0.3;2.3;3.13;0.52;12.8;6;Blanco
6.7;0.12;0.36;2.3;3.07;0.67;10.1;7;Blanco
6.6;0.2;0.14;4.4;2.93;0.45;9.4;6;Blanco
8;0.34;0.25;6.4;2.91;0.23;12.2;6;Blanco
6.8;0.21;0.31;2.9;3.07;0.65;10.9;7;Blanco
6.8;0.23;0.31;2.8;3.06;0.64;10.9;7;Blanco
6.8;0.21;0.31;2.9;3.07;0.65;10.9;7;Blanco
6.6;0.2;0.14;4.4;2.93;0.45;9.4;6;Blanco
6.6;0.28;0.42;8.2;3.14;0.48;9.4;5;Blanco
7.8;0.25;0.37;1;3.08;0.38;11.4;5;Blanco
5.6;0.12;0.33;2.9;3.17;0.32;12.9;8;Blanco
6.6;0.28;0.41;7;3.14;0.48;9.4;5;Blanco
6.8;0.17;0.35;1.8;2.91;0.57;12;7;Blanco
7.3;0.25;0.28;1.5;3.38;0.56;10.1;6;Blanco
6.6;0.28;0.41;7;3.14;0.48;9.4;5;Blanco
6.6;0.28;0.42;8.2;3.14;0.48;9.4;5;Blanco
6.5;0.25;0.5;7.6;3.17;0.45;9.2;5;Blanco
6.3;0.24;0.35;2.3;3.34;0.44;11.8;6;Blanco
6.8;0.32;0.32;8.7;3;0.34;12.3;7;Blanco
7.8;0.25;0.37;1;3.08;0.38;11.4;5;Blanco
5.6;0.12;0.33;2.9;3.17;0.32;12.9;8;Blanco
6.6;0.24;0.28;6.7;3.13;0.32;12.3;6;Blanco
6.3;0.22;0.34;5;3.27;0.36;13.5;7;Blanco
6;0.32;0.3;1.9;3.29;0.42;12.8;7;Blanco
6.3;0.19;0.29;2;3.04;0.54;12.8;7;Blanco
6;0.32;0.3;1.9;3.29;0.42;12.8;7;Blanco
9.4;0.24;0.29;8.5;2.9;0.38;11;3;Blanco
6.4;0.35;0.28;12.6;3.2;0.43;10.6;6;Blanco
6.7;0.46;0.27;5.2;3.16;0.44;12.4;7;Blanco
6.3;0.3;0.29;2.1;3.22;0.46;12.9;7;Blanco
6;0.19;0.29;1.1;3.54;0.59;11.1;7;Blanco
5.9;0.24;0.28;1.3;3.08;0.64;12.9;7;Blanco
7.3;0.145;0.33;1.1;3.1;0.37;11.8;7;Blanco
6.6;0.435;0.38;9.2;3.23;0.54;9.1;6;Blanco
5.8;0.18;0.37;1.2;3.09;0.49;12.7;7;Blanco
5.8;0.18;0.37;1.1;3.16;0.48;12;6;Blanco
5.6;0.32;0.32;8.3;3.24;0.47;11.2;6;Blanco
6.6;0.16;0.35;1.8;3.19;0.75;12.4;7;Blanco
5.1;0.21;0.28;1.4;3.5;0.49;10.4;5;Blanco
7.5;0.29;0.36;15.7;3.06;0.54;10.4;5;Blanco
6;0.26;0.33;4.35;3.29;0.5;12.7;6;Blanco
5.7;0.26;0.3;1.8;3.48;0.52;12.5;7;Blanco
7.1;0.17;0.31;1.6;3.14;0.5;12;6;Blanco
6.9;0.17;0.3;2;3.16;0.51;11.6;6;Blanco
6.8;0.25;0.28;5;3.12;0.38;12.6;7;Blanco
6.6;0.17;0.28;1.8;3.15;0.42;10.2;5;Blanco
5.8;0.17;0.36;1.3;3.43;0.68;10.4;7;Blanco
6.4;0.24;0.29;1;3.3;0.42;11.5;5;Blanco
6.7;0.21;0.34;1.4;3.02;0.5;11;6;Blanco
6.7;0.23;0.33;8.1;3.11;0.52;10.1;6;Blanco
6.8;0.23;0.32;8.6;3.08;0.52;10.5;6;Blanco
6.5;0.22;0.28;3.7;3.23;0.41;12.1;7;Blanco
5.1;0.165;0.22;5.7;3.18;0.55;9.9;6;Blanco
6.6;0.425;0.25;2.35;3.05;0.41;11.4;6;Blanco
6.9;0.38;0.29;13.65;3;0.6;9.5;6;Blanco
6.9;0.38;0.29;13.65;3;0.6;9.5;6;Blanco
6.9;0.38;0.29;13.65;3;0.6;9.5;6;Blanco
7.2;0.27;0.28;15.2;3.17;0.39;10.9;6;Blanco
7.6;0.17;0.27;4.6;3.08;0.47;9.5;6;Blanco
6.2;0.3;0.31;1.2;3.32;0.54;12.6;6;Blanco
7.6;0.17;0.27;4.6;3.08;0.47;9.5;6;Blanco
6.5;0.26;0.32;6.65;3.18;0.42;11.1;5;Blanco
6.9;0.36;0.28;13.55;3;0.6;9.5;7;Blanco
6.9;0.38;0.29;13.65;3;0.6;9.5;6;Blanco
6.8;0.18;0.24;9.8;3.13;0.51;10.6;6;Blanco
6.7;0.18;0.24;10.3;3.12;0.5;10.6;6;Blanco
6.6;0.16;0.21;6.7;3.15;0.52;10.8;6;Blanco
7.2;0.27;0.28;15.2;3.17;0.39;10.9;6;Blanco
6.4;0.17;0.27;9.9;3.34;0.5;9.9;6;Blanco
7.2;0.22;0.28;7.2;3.08;0.59;11.3;6;Blanco
6;0.22;0.28;1.1;3.22;0.38;12.6;6;Blanco
6.7;0.36;0.28;8.3;2.96;0.39;12.5;6;Blanco
6.5;0.43;0.28;11.25;3.02;0.38;12.4;6;Blanco
5.9;0.2;0.28;12.8;3.31;0.57;11.8;7;Blanco
5.3;0.32;0.23;9.65;3.18;0.53;12.2;6;Blanco
6.8;0.2;0.28;12.6;3.19;0.37;10.7;6;Blanco
6;0.22;0.33;12.2;3.17;0.42;11.3;7;Blanco
6.7;0.36;0.28;8.3;2.96;0.39;12.5;6;Blanco
6.5;0.43;0.28;11.25;3.02;0.38;12.4;6;Blanco
7.1;0.18;0.49;1.3;3.05;0.53;11.3;7;Blanco
6.4;0.17;0.27;9.9;3.34;0.5;9.9;6;Blanco
7.2;0.22;0.28;7.2;3.08;0.59;11.3;6;Blanco
6;0.22;0.28;1.1;3.22;0.38;12.6;6;Blanco
6;0.2;0.26;1.1;3.14;0.38;11.5;6;Blanco
7.6;0.2;0.26;4.8;2.98;0.49;12.3;7;Blanco
6.2;0.3;0.21;1.1;2.97;0.42;12.2;6;Blanco
6;0.29;0.25;1.4;3.08;0.43;13.2;6;Blanco
6.6;0.18;0.28;1.7;3.13;0.45;10.2;6;Blanco
7;0.22;0.28;10.6;3.05;0.55;11.5;7;Blanco
6;0.29;0.25;1.4;3.08;0.43;13.2;6;Blanco
6.2;0.3;0.21;1.1;2.97;0.42;12.2;6;Blanco
5.6;0.15;0.26;5.55;3.47;0.5;11;6;Blanco
6.9;0.28;0.24;2.1;2.98;0.43;13.2;7;Blanco
5.9;0.19;0.21;1.7;3.32;0.44;9.5;5;Blanco
7.8;0.22;0.26;9;3.25;0.53;10.2;6;Blanco
6.6;0.18;0.28;1.7;3.13;0.45;10.2;6;Blanco
7;0.4;0.25;1.8;3;0.55;11.4;6;Blanco
6.1;0.28;0.27;4.7;3.16;0.42;12.5;8;Blanco
7.6;0.36;0.49;11.3;3.01;0.43;9.2;5;Blanco
6.5;0.28;0.34;3.6;3.28;0.48;12.1;7;Blanco
6.9;0.19;0.35;6.9;3.1;0.44;10.7;7;Blanco
6.5;0.28;0.34;3.6;3.28;0.48;12.1;7;Blanco
6.4;0.22;0.32;4.9;3.38;0.55;11.2;6;Blanco
6.8;0.23;0.3;6.95;3.25;0.56;10.6;6;Blanco
6.4;0.32;0.31;1.9;3.06;0.45;11.8;6;Blanco
6.1;0.28;0.27;4.7;3.16;0.42;12.5;8;Blanco
7.6;0.36;0.49;11.3;3.01;0.43;9.2;5;Blanco
8.8;0.39;0.35;1.8;2.95;0.54;12.6;6;Blanco
6.6;0.24;0.3;11.3;3.13;0.55;12.8;7;Blanco
6.9;0.29;0.3;8.2;3;0.37;12.3;6;Blanco
6.9;0.28;0.3;8.3;2.99;0.38;12.3;8;Blanco
6.7;0.38;0.26;9.55;2.98;0.37;12.4;6;Blanco
8;0.28;0.3;8.4;2.93;0.42;12.3;6;Blanco
6.5;0.25;0.45;7.8;3.2;0.53;9.1;5;Blanco
6.6;0.26;0.46;7.8;3.2;0.54;9.1;5;Blanco
7.4;0.29;0.28;10.2;3.1;0.47;10.6;6;Blanco
6.3;0.19;0.29;5.5;3.19;0.47;10.3;6;Blanco
6.1;0.33;0.32;7.8;3.39;0.65;9.5;5;Blanco
5.6;0.32;0.33;7.4;3.25;0.49;11.1;6;Blanco
7.7;0.46;0.18;3.3;3.12;0.51;10.8;6;Blanco
8.8;0.19;0.3;5;2.94;0.47;11.2;5;Blanco
7.7;0.46;0.18;3.3;3.12;0.51;10.8;6;Blanco
8.8;0.27;0.25;5;2.87;0.49;11.4;5;Blanco
5.8;0.18;0.28;1.3;3.21;0.52;11.2;6;Blanco
5.8;0.15;0.32;1.2;3.19;0.5;10.2;6;Blanco
5.6;0.32;0.33;7.4;3.25;0.49;11.1;6;Blanco
6.1;0.33;0.32;7.8;3.39;0.65;9.5;5;Blanco
7.1;0.32;0.3;9.9;3.12;0.49;10.2;6;Blanco
6.2;0.23;0.35;0.7;3.37;0.43;11;3;Blanco
8.9;0.3;0.35;4.6;3.15;0.45;11.5;7;Blanco
6;0.14;0.17;5.6;3.05;0.57;9.8;6;Blanco
6.8;0.24;0.29;9.5;3.11;0.51;10.1;6;Blanco
6.7;0.21;0.48;14.8;2.95;0.75;8.8;6;Blanco
8.9;0.3;0.35;4.6;3.15;0.45;11.5;7;Blanco
6.1;0.3;0.3;2.1;3.39;0.43;12.7;7;Blanco
7.2;0.37;0.4;11.6;3.1;0.51;9.8;6;Blanco
6.7;0.64;0.3;1.2;3.16;0.6;12.9;4;Blanco
7.2;0.37;0.4;11.6;3.1;0.51;9.8;6;Blanco
6.1;0.3;0.3;2.1;3.39;0.43;12.7;7;Blanco
7.6;0.28;0.49;20.15;3.01;0.44;8.5;5;Blanco
6.3;0.29;0.28;4.7;3.24;0.56;12.7;8;Blanco
6.2;0.28;0.28;4.3;2.98;0.64;13.1;8;Blanco
7.1;0.18;0.39;14.5;3.35;0.78;9.1;5;Blanco
6.4;0.32;0.27;4.9;3.36;0.71;12.5;6;Blanco
7.1;0.17;0.4;14.55;3.34;0.78;9.1;6;Blanco
7.1;0.17;0.4;14.55;3.34;0.78;9.1;6;Blanco
5.8;0.24;0.26;10.05;3.33;0.5;11.2;6;Blanco
6.4;0.32;0.27;4.9;3.36;0.71;12.5;6;Blanco
7.1;0.18;0.39;14.5;3.35;0.78;9.1;5;Blanco
7.1;0.17;0.4;14.55;3.34;0.78;9.1;6;Blanco
7.1;0.18;0.39;15.25;3.34;0.77;9.1;6;Blanco
7.8;0.29;0.29;3.15;3.24;0.35;11.5;5;Blanco
6.2;0.255;0.27;1.3;3.05;0.59;12.9;7;Blanco
8.2;0.34;0.29;5.2;2.95;0.39;12.5;6;Blanco
6.5;0.24;0.28;1.1;3.25;0.33;12.3;6;Blanco
6.9;0.24;0.23;7.1;3.1;0.85;11.4;6;Blanco
6.7;0.4;0.22;8.8;3.22;0.45;9.4;5;Blanco
6.7;0.3;0.44;18.5;3.11;0.53;9.1;5;Blanco
6.7;0.4;0.22;8.8;3.22;0.45;9.4;5;Blanco
6.8;0.17;0.32;1.4;3.16;0.66;12;5;Blanco
7.1;0.25;0.28;1.2;3.18;0.53;11.1;5;Blanco
5.9;0.27;0.27;5;3.1;0.33;11.8;7;Blanco
6;0.16;0.22;1.6;3.24;0.32;11.4;6;Blanco
6.7;0.3;0.44;18.75;3.11;0.53;9.1;5;Blanco
6.6;0.15;0.32;6;3.19;0.71;12.1;8;Blanco
7.3;0.34;0.3;9.4;3.15;0.44;10.4;6;Blanco
6;0.17;0.29;9.7;3.12;0.36;9.2;6;Blanco
6.7;0.47;0.29;4.75;3.29;0.46;13;7;Blanco
6.6;0.15;0.32;6;3.19;0.71;12.1;8;Blanco
6.6;0.21;0.29;5.35;2.93;0.43;11.5;7;Blanco
6.6;0.21;0.29;5.35;2.93;0.43;11.5;7;Blanco
8;0.24;0.48;6.8;3.23;0.7;10;5;Blanco
5.6;0.34;0.3;6.9;3.25;0.49;11.1;6;Blanco
5.8;0.54;0;1.4;3.26;0.35;12.4;5;Blanco
7.3;0.23;0.24;0.9;2.9;0.38;12.2;6;Blanco
6;0.39;0.13;1.2;3.06;0.52;10.6;5;Blanco
6.1;0.105;0.31;1.3;3.41;0.41;11.1;7;Blanco
5.8;0.32;0.2;2.6;3.36;0.78;13.9;7;Blanco
7.6;0.22;0.28;12;2.99;0.3;9.2;6;Blanco
6.8;0.19;0.4;9.85;2.98;0.56;10.5;6;Blanco
6.7;0.24;0.3;3.85;3.04;0.59;11.3;8;Blanco
6.8;0.17;0.34;2;3.24;0.45;12.9;6;Blanco
6.2;0.3;0.31;1.6;3.26;0.39;12.9;7;Blanco
6.9;0.29;0.41;7.8;3.12;0.51;9.6;5;Blanco
6.8;0.19;0.34;1.9;3.25;0.45;12.9;6;Blanco
6.8;0.17;0.34;2;3.24;0.45;12.9;6;Blanco
6.6;0.24;0.27;10.3;3.04;0.45;8.8;5;Blanco
6.6;0.16;0.36;1.1;3.23;0.34;13.2;8;Blanco
7.6;0.22;0.28;12;2.99;0.3;9.2;6;Blanco
6.7;0.24;0.3;3.85;3.04;0.59;11.3;8;Blanco
6.8;0.19;0.4;9.85;2.98;0.56;10.5;6;Blanco
6.7;0.16;0.36;2;3.3;0.59;10.5;6;Blanco
6.5;0.3;0.27;4;3.2;0.6;12.6;8;Blanco
6.5;0.22;0.19;1.1;3.05;0.5;9.5;6;Blanco
6.2;0.36;0.45;10.4;3.31;0.56;9.8;6;Blanco
6.2;0.37;0.24;6.1;3.04;0.26;13.4;8;Blanco
7.6;0.31;0.24;1.8;3.05;0.44;11.8;7;Blanco
6.2;0.36;0.45;10.4;3.31;0.56;9.8;6;Blanco
5.9;0.32;0.28;4.7;3.22;0.57;13.1;7;Blanco
6.5;0.3;0.27;4;3.2;0.6;12.6;8;Blanco
5.8;0.22;0.3;1.1;3.26;0.45;10.4;5;Blanco
5.4;0.45;0.27;6.4;3.22;0.27;13.4;8;Blanco
6.1;0.36;0.26;8.15;3.06;0.27;13;7;Blanco
6.2;0.37;0.24;6.1;3.04;0.26;13.4;8;Blanco
7.5;0.21;0.32;4.8;3.11;0.52;10.2;7;Blanco
6.9;0.28;0.33;1.2;3.07;0.39;11.7;6;Blanco
6.5;0.22;0.19;1.1;3.05;0.5;9.5;6;Blanco
7.8;0.2;0.2;1.4;3.03;0.46;11.7;6;Blanco
6.7;0.28;0.31;7.4;3.04;0.47;11.4;8;Blanco
7.6;0.31;0.24;1.8;3.05;0.44;11.8;7;Blanco
8;0.2;0.44;1;3.09;0.32;11.2;6;Blanco
6;0.28;0.27;15.5;3.19;0.44;13;7;Blanco
6;0.28;0.27;15.5;3.19;0.44;13;7;Blanco
6.7;0.24;0.36;8.4;3.34;0.52;10.9;6;Blanco
6.3;0.22;0.28;2.4;3.14;0.37;11.6;7;Blanco
6;0.24;0.28;3.95;3.3;0.54;11.3;7;Blanco
7.7;0.43;1;19.95;3.29;0.5;12;6;Blanco
6.4;0.3;0.36;2;3.38;0.53;10.5;6;Blanco
6.1;0.33;0.3;3;3.31;0.4;13.1;7;Blanco
6;0.28;0.27;15.5;3.19;0.44;13;7;Blanco
6.7;0.24;0.36;8.4;3.34;0.52;10.9;6;Blanco
6.7;0.29;0.45;14.3;3.14;0.57;9.1;5;Blanco
6.9;0.33;0.31;4.2;3.18;0.48;13.4;7;Blanco
6.5;0.16;0.34;1.4;3.33;0.64;11.5;7;Blanco
6;0.2;0.32;3;3.38;0.68;11.2;7;Blanco
7.5;0.33;0.28;4.9;3.36;0.57;10.9;6;Blanco
7.1;0.36;0.28;2.4;3.19;0.44;13.5;7;Blanco
6.7;0.29;0.45;14.3;3.14;0.57;9.1;5;Blanco
6.4;0.26;0.25;10.7;3.17;0.55;9.9;6;Blanco
7;0.22;0.24;11;2.98;0.56;10.5;6;Blanco
6.5;0.19;0.28;1.4;3.18;0.51;11.7;7;Blanco
6.3;0.21;0.31;1.2;3.49;0.68;11;6;Blanco
7.9;0.35;0.28;12.9;2.99;0.43;13;6;Blanco
7.7;0.38;0.23;10.8;2.93;0.41;13.6;6;Blanco
6.8;0.19;0.33;1.3;3.08;0.62;12.3;7;Blanco
7.2;0.33;0.34;2;3.25;0.53;13.3;7;Blanco
6.6;0.29;0.29;1.8;3.08;0.42;13.7;7;Blanco
7.5;0.2;0.41;1.2;3.19;0.52;11.1;5;Blanco
6.9;0.33;0.62;7.5;3.23;0.43;13.4;7;Blanco
6;0.23;0.15;9.7;3.05;0.3;9.1;5;Blanco
5.9;0.23;0.24;3.8;3.31;0.5;11.3;7;Blanco
6.6;0.32;0.41;7.2;3.2;0.46;9.4;5;Blanco
6;0.23;0.15;9.7;3.05;0.3;9.1;5;Blanco
5.3;0.36;0.27;6.3;3.37;0.4;11.6;6;Blanco
5.3;0.36;0.27;6.3;3.37;0.4;11.6;6;Blanco
8.9;0.27;0.28;0.8;3.01;0.35;12.4;6;Blanco
7.6;0.23;0.29;8.6;3.11;0.32;9.8;6;Blanco
6.9;0.75;0.13;6.3;3.09;0.25;11.1;4;Blanco
7.1;0.35;0.27;3.1;3.26;0.38;13.1;7;Blanco
7.2;0.31;0.35;7.2;3.14;0.53;9.7;5;Blanco
6.4;0.28;0.44;7.1;3.15;0.48;9.2;5;Blanco
7.2;0.23;0.46;6.4;3.1;0.78;11.7;6;Blanco
6.6;0.22;0.3;14.7;3.14;0.37;10.6;6;Blanco
7.2;0.31;0.35;7.2;3.14;0.53;9.7;5;Blanco
6.4;0.28;0.44;7.1;3.15;0.48;9.2;5;Blanco
7.2;0.24;0.28;1.9;3.1;0.39;10.9;6;Blanco
6.2;0.27;0.47;1.2;3.23;0.51;10.1;5;Blanco
6.5;0.28;0.25;4.8;3.17;0.44;12.2;7;Blanco
7.2;0.27;0.31;1.2;3.03;0.33;12.7;6;Blanco
7.8;0.28;0.25;3.4;2.98;0.37;13;6;Blanco
8.1;0.26;0.27;4.3;3.16;0.33;11.2;6;Blanco
6.6;0.23;0.37;8.5;3.2;0.48;9.4;6;Blanco
6;0.33;0.2;1.8;3.41;0.53;11;6;Blanco
6;0.33;0.2;1.8;3.41;0.53;11;6;Blanco
7.3;0.2;0.29;19.5;3.1;0.48;9.2;6;Blanco
6.6;0.23;0.37;8.5;3.2;0.48;9.4;6;Blanco
7.3;0.2;0.29;19.9;3.1;0.48;9.2;6;Blanco
6.2;0.47;0.19;8.3;3.22;0.45;12.3;6;Blanco
6;0.33;0.2;1.8;3.41;0.53;11;6;Blanco
7.2;0.14;0.32;1.1;3.04;0.67;10;6;Blanco
5.7;0.22;0.22;16.65;3.24;0.48;9;6;Blanco
5.7;0.22;0.22;16.65;3.24;0.48;9;6;Blanco
5.7;0.22;0.22;16.65;3.24;0.48;9;6;Blanco
8.1;0.2;0.28;0.9;2.92;0.36;11.1;6;Blanco
5.8;0.14;0.15;6.1;3.06;0.6;9.9;6;Blanco
4.8;0.21;0.21;10.2;3.66;0.48;12.2;7;Blanco
8.1;0.2;0.28;0.9;2.92;0.36;11.1;6;Blanco
5.7;0.22;0.22;16.65;3.24;0.48;9;6;Blanco
